X Y Z
4.25753e+10 -1.33673e+11 -5.79165e+10
4.26724e+10 -1.33645e+11 -5.79044e+10
4.27695e+10 -1.33617e+11 -5.78922e+10
4.28666e+10 -1.33589e+11 -5.788e+10
4.29637e+10 -1.33561e+11 -5.78679e+10
4.30608e+10 -1.33533e+11 -5.78557e+10
4.31579e+10 -1.33505e+11 -5.78435e+10
4.32549e+10 -1.33477e+11 -5.78313e+10
4.3352e+10 -1.33449e+11 -5.78191e+10
4.3449e+10 -1.33421e+11 -5.78069e+10
4.3546e+10 -1.33393e+11 -5.77946e+10
4.3643e+10 -1.33365e+11 -5.77824e+10
4.374e+10 -1.33336e+11 -5.77702e+10
4.3837e+10 -1.33308e+11 -5.77579e+10
4.3934e+10 -1.3328e+11 -5.77456e+10
4.40309e+10 -1.33252e+11 -5.77334e+10
4.41279e+10 -1.33223e+11 -5.77211e+10
4.42248e+10 -1.33195e+11 -5.77088e+10
4.43217e+10 -1.33167e+11 -5.76965e+10
4.44187e+10 -1.33138e+11 -5.76842e+10
4.45156e+10 -1.3311e+11 -5.76719e+10
4.46125e+10 -1.33081e+11 -5.76596e+10
4.47094e+10 -1.33053e+11 -5.76472e+10
4.48063e+10 -1.33024e+11 -5.76349e+10
4.49032e+10 -1.32996e+11 -5.76225e+10
4.5e+10 -1.32967e+11 -5.76102e+10
4.50969e+10 -1.32939e+11 -5.75978e+10
4.51938e+10 -1.3291e+11 -5.75854e+10
4.52906e+10 -1.32881e+11 -5.7573e+10
4.53875e+10 -1.32853e+11 -5.75606e+10
4.54843e+10 -1.32824e+11 -5.75482e+10
4.55812e+10 -1.32795e+11 -5.75358e+10
4.5678e+10 -1.32766e+11 -5.75233e+10
4.57748e+10 -1.32737e+11 -5.75108e+10
4.58717e+10 -1.32709e+11 -5.74984e+10
4.59685e+10 -1.3268e+11 -5.74859e+10
4.60653e+10 -1.32651e+11 -5.74734e+10
4.61621e+10 -1.32622e+11 -5.74609e+10
4.62589e+10 -1.32593e+11 -5.74484e+10
4.63557e+10 -1.32564e+11 -5.74358e+10
4.64525e+10 -1.32534e+11 -5.74233e+10
4.65493e+10 -1.32505e+11 -5.74107e+10
4.66461e+10 -1.32476e+11 -5.73981e+10
4.67428e+10 -1.32447e+11 -5.73856e+10
4.68396e+10 -1.32418e+11 -5.73729e+10
4.69364e+10 -1.32388e+11 -5.73603e+10
4.70332e+10 -1.32359e+11 -5.73477e+10
4.71299e+10 -1.3233e+11 -5.73351e+10
4.72267e+10 -1.323e+11 -5.73224e+10
4.73234e+10 -1.32271e+11 -5.73097e+10
4.74202e+10 -1.32241e+11 -5.7297e+10
4.75169e+10 -1.32212e+11 -5.72843e+10
4.76137e+10 -1.32182e+11 -5.72716e+10
4.77104e+10 -1.32152e+11 -5.72589e+10
4.78072e+10 -1.32123e+11 -5.72461e+10
4.79039e+10 -1.32093e+11 -5.72333e+10
4.80006e+10 -1.32063e+11 -5.72205e+10
4.80974e+10 -1.32034e+11 -5.72077e+10
4.81941e+10 -1.32004e+11 -5.71949e+10
4.82908e+10 -1.31974e+11 -5.71821e+10
4.83875e+10 -1.31944e+11 -5.71692e+10
4.84843e+10 -1.31914e+11 -5.71564e+10
4.8581e+10 -1.31884e+11 -5.71435e+10
4.86777e+10 -1.31854e+11 -5.71306e+10
4.87744e+10 -1.31824e+11 -5.71177e+10
4.88711e+10 -1.31794e+11 -5.71047e+10
4.89678e+10 -1.31763e+11 -5.70918e+10
4.90645e+10 -1.31733e+11 -5.70788e+10
4.91612e+10 -1.31703e+11 -5.70658e+10
4.92579e+10 -1.31673e+11 -5.70528e+10
4.93546e+10 -1.31642e+11 -5.70398e+10
4.94513e+10 -1.31612e+11 -5.70268e+10
4.9548e+10 -1.31581e+11 -5.70137e+10
4.96446e+10 -1.31551e+11 -5.70006e+10
4.97413e+10 -1.3152e+11 -5.69875e+10
4.9838e+10 -1.3149e+11 -5.69744e+10
4.99347e+10 -1.31459e+11 -5.69613e+10
5.00313e+10 -1.31428e+11 -5.69482e+10
5.0128e+10 -1.31398e+11 -5.6935e+10
5.02247e+10 -1.31367e+11 -5.69218e+10
5.03213e+10 -1.31336e+11 -5.69086e+10
5.0418e+10 -1.31305e+11 -5.68954e+10
5.05147e+10 -1.31274e+11 -5.68821e+10
5.06113e+10 -1.31243e+11 -5.68689e+10
5.0708e+10 -1.31212e+11 -5.68556e+10
5.08046e+10 -1.31181e+11 -5.68423e+10
5.09013e+10 -1.3115e+11 -5.6829e+10
5.09979e+10 -1.31119e+11 -5.68156e+10
5.10946e+10 -1.31088e+11 -5.68023e+10
5.11912e+10 -1.31056e+11 -5.67889e+10
5.12878e+10 -1.31025e+11 -5.67755e+10
5.13845e+10 -1.30994e+11 -5.67621e+10
5.14811e+10 -1.30962e+11 -5.67486e+10
5.15777e+10 -1.30931e+11 -5.67352e+10
5.16743e+10 -1.30899e+11 -5.67217e+10
5.1771e+10 -1.30868e+11 -5.67082e+10
5.18676e+10 -1.30836e+11 -5.66947e+10
5.19642e+10 -1.30805e+11 -5.66811e+10
5.20608e+10 -1.30773e+11 -5.66675e+10
5.21574e+10 -1.30741e+11 -5.6654e+10
5.2254e+10 -1.30709e+11 -5.66404e+10
5.23506e+10 -1.30677e+11 -5.66267e+10
5.24472e+10 -1.30645e+11 -5.66131e+10
5.25438e+10 -1.30613e+11 -5.65994e+10
5.26404e+10 -1.30581e+11 -5.65857e+10
5.2737e+10 -1.30549e+11 -5.6572e+10
5.28336e+10 -1.30517e+11 -5.65583e+10
5.29302e+10 -1.30485e+11 -5.65445e+10
5.30267e+10 -1.30453e+11 -5.65307e+10
5.31233e+10 -1.30421e+11 -5.65169e+10
5.32199e+10 -1.30388e+11 -5.65031e+10
5.33164e+10 -1.30356e+11 -5.64893e+10
5.3413e+10 -1.30323e+11 -5.64754e+10
5.35096e+10 -1.30291e+11 -5.64615e+10
5.36061e+10 -1.30258e+11 -5.64476e+10
5.37027e+10 -1.30226e+11 -5.64337e+10
5.37992e+10 -1.30193e+11 -5.64197e+10
5.38958e+10 -1.3016e+11 -5.64058e+10
5.39923e+10 -1.30128e+11 -5.63918e+10
5.40888e+10 -1.30095e+11 -5.63778e+10
5.41854e+10 -1.30062e+11 -5.63637e+10
5.42819e+10 -1.30029e+11 -5.63496e+10
5.43784e+10 -1.29996e+11 -5.63356e+10
5.44749e+10 -1.29963e+11 -5.63214e+10
5.45715e+10 -1.2993e+11 -5.63073e+10
5.4668e+10 -1.29897e+11 -5.62932e+10
5.47645e+10 -1.29863e+11 -5.6279e+10
5.4861e+10 -1.2983e+11 -5.62648e+10
5.49575e+10 -1.29797e+11 -5.62506e+10
5.5054e+10 -1.29763e+11 -5.62363e+10
5.51504e+10 -1.2973e+11 -5.6222e+10
5.52469e+10 -1.29697e+11 -5.62077e+10
5.53434e+10 -1.29663e+11 -5.61934e+10
5.54399e+10 -1.29629e+11 -5.61791e+10
5.55364e+10 -1.29596e+11 -5.61647e+10
5.56328e+10 -1.29562e+11 -5.61503e+10
5.57293e+10 -1.29528e+11 -5.61359e+10
5.58257e+10 -1.29494e+11 -5.61215e+10
5.59222e+10 -1.29461e+11 -5.6107e+10
5.60186e+10 -1.29427e+11 -5.60925e+10
5.61151e+10 -1.29393e+11 -5.6078e+10
5.62115e+10 -1.29359e+11 -5.60635e+10
5.63079e+10 -1.29325e+11 -5.60489e+10
5.64043e+10 -1.2929e+11 -5.60343e+10
5.65008e+10 -1.29256e+11 -5.60197e+10
5.65972e+10 -1.29222e+11 -5.60051e+10
5.66936e+10 -1.29188e+11 -5.59904e+10
5.679e+10 -1.29153e+11 -5.59758e+10
5.68864e+10 -1.29119e+11 -5.59611e+10
5.69828e+10 -1.29084e+11 -5.59463e+10
5.70791e+10 -1.2905e+11 -5.59316e+10
5.71755e+10 -1.29015e+11 -5.59168e+10
5.72719e+10 -1.2898e+11 -5.5902e+10
5.73683e+10 -1.28946e+11 -5.58872e+10
5.74646e+10 -1.28911e+11 -5.58723e+10
5.7561e+10 -1.28876e+11 -5.58574e+10
5.76573e+10 -1.28841e+11 -5.58425e+10
5.77537e+10 -1.28806e+11 -5.58276e+10
5.785e+10 -1.28771e+11 -5.58127e+10
5.79463e+10 -1.28736e+11 -5.57977e+10
5.80426e+10 -1.28701e+11 -5.57827e+10
5.8139e+10 -1.28666e+11 -5.57677e+10
5.82353e+10 -1.2863e+11 -5.57526e+10
5.83316e+10 -1.28595e+11 -5.57375e+10
5.84279e+10 -1.2856e+11 -5.57224e+10
5.85242e+10 -1.28524e+11 -5.57073e+10
5.86204e+10 -1.28489e+11 -5.56921e+10
5.87167e+10 -1.28453e+11 -5.5677e+10
5.8813e+10 -1.28417e+11 -5.56618e+10
5.89093e+10 -1.28382e+11 -5.56465e+10
5.90055e+10 -1.28346e+11 -5.56313e+10
5.91018e+10 -1.2831e+11 -5.5616e+10
5.9198e+10 -1.28274e+11 -5.56007e+10
5.92942e+10 -1.28238e+11 -5.55853e+10
5.93905e+10 -1.28202e+11 -5.557e+10
5.94867e+10 -1.28166e+11 -5.55546e+10
5.95829e+10 -1.2813e+11 -5.55392e+10
5.96791e+10 -1.28094e+11 -5.55237e+10
5.97753e+10 -1.28058e+11 -5.55083e+10
5.98715e+10 -1.28022e+11 -5.54928e+10
5.99677e+10 -1.27985e+11 -5.54773e+10
6.00638e+10 -1.27949e+11 -5.54617e+10
6.016e+10 -1.27912e+11 -5.54461e+10
6.02562e+10 -1.27876e+11 -5.54306e+10
6.03523e+10 -1.27839e+11 -5.54149e+10
6.04485e+10 -1.27802e+11 -5.53993e+10
6.05446e+10 -1.27766e+11 -5.53836e+10
6.06407e+10 -1.27729e+11 -5.53679e+10
6.07368e+10 -1.27692e+11 -5.53522e+10
6.0833e+10 -1.27655e+11 -5.53364e+10
6.09291e+10 -1.27618e+11 -5.53206e+10
6.10251e+10 -1.27581e+11 -5.53048e+10
6.11212e+10 -1.27544e+11 -5.5289e+10
6.12173e+10 -1.27507e+11 -5.52731e+10
6.13134e+10 -1.2747e+11 -5.52572e+10
6.14094e+10 -1.27433e+11 -5.52413e+10
6.15055e+10 -1.27395e+11 -5.52254e+10
6.16015e+10 -1.27358e+11 -5.52094e+10
6.16976e+10 -1.2732e+11 -5.51934e+10
6.17936e+10 -1.27283e+11 -5.51774e+10
6.18896e+10 -1.27245e+11 -5.51613e+10
6.19856e+10 -1.27208e+11 -5.51452e+10
6.20816e+10 -1.2717e+11 -5.51291e+10
6.21776e+10 -1.27132e+11 -5.5113e+10
6.22736e+10 -1.27094e+11 -5.50968e+10
6.23696e+10 -1.27056e+11 -5.50806e+10
6.24655e+10 -1.27018e+11 -5.50644e+10
6.25615e+10 -1.2698e+11 -5.50482e+10
6.26574e+10 -1.26942e+11 -5.50319e+10
6.27534e+10 -1.26904e+11 -5.50156e+10
6.28493e+10 -1.26866e+11 -5.49993e+10
6.29452e+10 -1.26828e+11 -5.49829e+10
6.30411e+10 -1.26789e+11 -5.49665e+10
6.3137e+10 -1.26751e+11 -5.49501e+10
6.32329e+10 -1.26712e+11 -5.49337e+10
6.33288e+10 -1.26674e+11 -5.49172e+10
6.34246e+10 -1.26635e+11 -5.49007e+10
6.35205e+10 -1.26596e+11 -5.48842e+10
6.36163e+10 -1.26558e+11 -5.48676e+10
6.37122e+10 -1.26519e+11 -5.48511e+10
6.3808e+10 -1.2648e+11 -5.48344e+10
6.39038e+10 -1.26441e+11 -5.48178e+10
6.39996e+10 -1.26402e+11 -5.48011e+10
6.40954e+10 -1.26363e+11 -5.47845e+10
6.41912e+10 -1.26324e+11 -5.47677e+10
6.4287e+10 -1.26285e+11 -5.4751e+10
6.43827e+10 -1.26246e+11 -5.47342e+10
6.44785e+10 -1.26206e+11 -5.47174e+10
6.45742e+10 -1.26167e+11 -5.47006e+10
6.467e+10 -1.26127e+11 -5.46837e+10
6.47657e+10 -1.26088e+11 -5.46668e+10
6.48614e+10 -1.26048e+11 -5.46499e+10
6.49571e+10 -1.26009e+11 -5.46329e+10
6.50528e+10 -1.25969e+11 -5.46159e+10
6.51485e+10 -1.25929e+11 -5.45989e+10
6.52442e+10 -1.25889e+11 -5.45819e+10
6.53398e+10 -1.25849e+11 -5.45648e+10
6.54355e+10 -1.2581e+11 -5.45477e+10
6.55311e+10 -1.25769e+11 -5.45306e+10
6.56267e+10 -1.25729e+11 -5.45135e+10
6.57223e+10 -1.25689e+11 -5.44963e+10
6.58179e+10 -1.25649e+11 -5.44791e+10
6.59135e+10 -1.25609e+11 -5.44618e+10
6.60091e+10 -1.25568e+11 -5.44446e+10
6.61047e+10 -1.25528e+11 -5.44273e+10
6.62002e+10 -1.25487e+11 -5.44099e+10
6.62958e+10 -1.25447e+11 -5.43926e+10
6.63913e+10 -1.25406e+11 -5.43752e+10
6.64868e+10 -1.25366e+11 -5.43578e+10
6.65823e+10 -1.25325e+11 -5.43403e+10
6.66778e+10 -1.25284e+11 -5.43228e+10
6.67733e+10 -1.25243e+11 -5.43053e+10
6.68688e+10 -1.25202e+11 -5.42878e+10
6.69642e+10 -1.25161e+11 -5.42702e+10
6.70597e+10 -1.2512e+11 -5.42526e+10
6.71551e+10 -1.25079e+11 -5.4235e+10
6.72505e+10 -1.25038e+11 -5.42174e+10
6.73459e+10 -1.24996e+11 -5.41997e+10
6.74413e+10 -1.24955e+11 -5.4182e+10
6.75367e+10 -1.24913e+11 -5.41642e+10
6.76321e+10 -1.24872e+11 -5.41464e+10
6.77274e+10 -1.2483e+11 -5.41286e+10
6.78228e+10 -1.24789e+11 -5.41108e+10
6.79181e+10 -1.24747e+11 -5.40929e+10
6.80134e+10 -1.24705e+11 -5.4075e+10
6.81087e+10 -1.24663e+11 -5.40571e+10
6.8204e+10 -1.24621e+11 -5.40392e+10
6.82993e+10 -1.24579e+11 -5.40212e+10
6.83946e+10 -1.24537e+11 -5.40032e+10
6.84898e+10 -1.24495e+11 -5.39851e+10
6.85851e+10 -1.24453e+11 -5.3967e+10
6.86803e+10 -1.24411e+11 -5.39489e+10
6.87755e+10 -1.24369e+11 -5.39308e+10
6.88707e+10 -1.24326e+11 -5.39126e+10
6.89659e+10 -1.24284e+11 -5.38944e+10
6.90611e+10 -1.24241e+11 -5.38762e+10
6.91563e+10 -1.24199e+11 -5.38579e+10
6.92514e+10 -1.24156e+11 -5.38396e+10
6.93465e+10 -1.24113e+11 -5.38213e+10
6.94417e+10 -1.2407e+11 -5.38029e+10
6.95368e+10 -1.24027e+11 -5.37846e+10
6.96319e+10 -1.23984e+11 -5.37661e+10
6.97269e+10 -1.23941e+11 -5.37477e+10
6.9822e+10 -1.23898e+11 -5.37292e+10
6.9917e+10 -1.23855e+11 -5.37107e+10
7.00121e+10 -1.23812e+11 -5.36921e+10
7.01071e+10 -1.23769e+11 -5.36736e+10
7.02021e+10 -1.23725e+11 -5.3655e+10
7.02971e+10 -1.23682e+11 -5.36363e+10
7.03921e+10 -1.23638e+11 -5.36177e+10
7.0487e+10 -1.23595e+11 -5.3599e+10
7.0582e+10 -1.23551e+11 -5.35802e+10
7.06769e+10 -1.23507e+11 -5.35615e+10
7.07718e+10 -1.23464e+11 -5.35427e+10
7.08667e+10 -1.2342e+11 -5.35238e+10
7.09616e+10 -1.23376e+11 -5.3505e+10
7.10565e+10 -1.23332e+11 -5.34861e+10
7.11513e+10 -1.23288e+11 -5.34672e+10
7.12462e+10 -1.23244e+11 -5.34482e+10
7.1341e+10 -1.23199e+11 -5.34292e+10
7.14358e+10 -1.23155e+11 -5.34102e+10
7.15306e+10 -1.23111e+11 -5.33911e+10
7.16254e+10 -1.23066e+11 -5.3372e+10
7.17202e+10 -1.23022e+11 -5.33529e+10
7.18149e+10 -1.22977e+11 -5.33338e+10
7.19096e+10 -1.22933e+11 -5.33146e+10
7.20044e+10 -1.22888e+11 -5.32954e+10
7.20991e+10 -1.22843e+11 -5.32761e+10
7.21938e+10 -1.22798e+11 -5.32568e+10
7.22884e+10 -1.22753e+11 -5.32375e+10
7.23831e+10 -1.22708e+11 -5.32182e+10
7.24777e+10 -1.22663e+11 -5.31988e+10
7.25723e+10 -1.22618e+11 -5.31794e+10
7.26669e+10 -1.22573e+11 -5.31599e+10
7.27615e+10 -1.22527e+11 -5.31405e+10
7.28561e+10 -1.22482e+11 -5.31209e+10
7.29506e+10 -1.22437e+11 -5.31014e+10
7.30452e+10 -1.22391e+11 -5.30818e+10
7.31397e+10 -1.22345e+11 -5.30622e+10
7.32342e+10 -1.223e+11 -5.30425e+10
7.33287e+10 -1.22254e+11 -5.30229e+10
7.34232e+10 -1.22208e+11 -5.30032e+10
7.35176e+10 -1.22162e+11 -5.29834e+10
7.3612e+10 -1.22116e+11 -5.29636e+10
7.37065e+10 -1.2207e+11 -5.29438e+10
7.38009e+10 -1.22024e+11 -5.2924e+10
7.38952e+10 -1.21978e+11 -5.29041e+10
7.39896e+10 -1.21932e+11 -5.28842e+10
7.4084e+10 -1.21885e+11 -5.28642e+10
7.41783e+10 -1.21839e+11 -5.28442e+10
7.42726e+10 -1.21792e+11 -5.28242e+10
7.43669e+10 -1.21746e+11 -5.28041e+10
7.44612e+10 -1.21699e+11 -5.2784e+10
7.45554e+10 -1.21652e+11 -5.27639e+10
7.46497e+10 -1.21606e+11 -5.27438e+10
7.47439e+10 -1.21559e+11 -5.27236e+10
7.48381e+10 -1.21512e+11 -5.27033e+10
7.49323e+10 -1.21465e+11 -5.26831e+10
7.50264e+10 -1.21418e+11 -5.26628e+10
7.51206e+10 -1.2137e+11 -5.26424e+10
7.52147e+10 -1.21323e+11 -5.26221e+10
7.53088e+10 -1.21276e+11 -5.26017e+10
7.54029e+10 -1.21228e+11 -5.25812e+10
7.54969e+10 -1.21181e+11 -5.25608e+10
7.5591e+10 -1.21133e+11 -5.25403e+10
7.5685e+10 -1.21086e+11 -5.25197e+10
7.5779e+10 -1.21038e+11 -5.24991e+10
7.5873e+10 -1.2099e+11 -5.24785e+10
7.5967e+10 -1.20942e+11 -5.24579e+10
7.60609e+10 -1.20894e+11 -5.24372e+10
7.61549e+10 -1.20846e+11 -5.24164e+10
7.62488e+10 -1.20798e+11 -5.23957e+10
7.63427e+10 -1.2075e+11 -5.23749e+10
7.64365e+10 -1.20702e+11 -5.2354e+10
7.65304e+10 -1.20653e+11 -5.23332e+10
7.66242e+10 -1.20605e+11 -5.23123e+10
7.6718e+10 -1.20556e+11 -5.22913e+10
7.68118e+10 -1.20508e+11 -5.22704e+10
7.69055e+10 -1.20459e+11 -5.22493e+10
7.69993e+10 -1.2041e+11 -5.22283e+10
7.7093e+10 -1.20362e+11 -5.22072e+10
7.71867e+10 -1.20313e+11 -5.21861e+10
7.72804e+10 -1.20264e+11 -5.21649e+10
7.7374e+10 -1.20215e+11 -5.21437e+10
7.74676e+10 -1.20166e+11 -5.21225e+10
7.75612e+10 -1.20116e+11 -5.21012e+10
7.76548e+10 -1.20067e+11 -5.20799e+10
7.77484e+10 -1.20018e+11 -5.20585e+10
7.78419e+10 -1.19968e+11 -5.20371e+10
7.79354e+10 -1.19919e+11 -5.20157e+10
7.80289e+10 -1.19869e+11 -5.19942e+10
7.81224e+10 -1.19819e+11 -5.19727e+10
7.82158e+10 -1.19769e+11 -5.19512e+10
7.83093e+10 -1.19719e+11 -5.19296e+10
7.84027e+10 -1.19669e+11 -5.1908e+10
7.8496e+10 -1.19619e+11 -5.18863e+10
7.85894e+10 -1.19569e+11 -5.18646e+10
7.86827e+10 -1.19519e+11 -5.18429e+10
7.8776e+10 -1.19469e+11 -5.18211e+10
7.88693e+10 -1.19418e+11 -5.17993e+10
7.89625e+10 -1.19368e+11 -5.17775e+10
7.90558e+10 -1.19317e+11 -5.17556e+10
7.9149e+10 -1.19267e+11 -5.17337e+10
7.92421e+10 -1.19216e+11 -5.17117e+10
7.93353e+10 -1.19165e+11 -5.16897e+10
7.94284e+10 -1.19114e+11 -5.16676e+10
7.95215e+10 -1.19063e+11 -5.16455e+10
7.96146e+10 -1.19012e+11 -5.16234e+10
7.97076e+10 -1.18961e+11 -5.16012e+10
7.98006e+10 -1.1891e+11 -5.1579e+10
7.98936e+10 -1.18858e+11 -5.15568e+10
7.99865e+10 -1.18807e+11 -5.15345e+10
8.00795e+10 -1.18756e+11 -5.15122e+10
8.01724e+10 -1.18704e+11 -5.14898e+10
8.02652e+10 -1.18652e+11 -5.14674e+10
8.03581e+10 -1.18601e+11 -5.14449e+10
8.04509e+10 -1.18549e+11 -5.14224e+10
8.05437e+10 -1.18497e+11 -5.13999e+10
8.06364e+10 -1.18445e+11 -5.13773e+10
8.07292e+10 -1.18393e+11 -5.13547e+10
8.08219e+10 -1.1834e+11 -5.1332e+10
8.09145e+10 -1.18288e+11 -5.13093e+10
8.10072e+10 -1.18236e+11 -5.12866e+10
8.10998e+10 -1.18183e+11 -5.12638e+10
8.11923e+10 -1.18131e+11 -5.1241e+10
8.12849e+10 -1.18078e+11 -5.12181e+10
8.13774e+10 -1.18025e+11 -5.11952e+10
8.14698e+10 -1.17972e+11 -5.11723e+10
8.15623e+10 -1.1792e+11 -5.11493e+10
8.16547e+10 -1.17867e+11 -5.11262e+10
8.17471e+10 -1.17813e+11 -5.11031e+10
8.18394e+10 -1.1776e+11 -5.108e+10
8.19317e+10 -1.17707e+11 -5.10568e+10
8.2024e+10 -1.17654e+11 -5.10336e+10
8.21162e+10 -1.176e+11 -5.10104e+10
8.22084e+10 -1.17547e+11 -5.09871e+10
8.23006e+10 -1.17493e+11 -5.09637e+10
8.23927e+10 -1.17439e+11 -5.09403e+10
8.24848e+10 -1.17385e+11 -5.09169e+10
8.25768e+10 -1.17331e+11 -5.08934e+10
8.26688e+10 -1.17277e+11 -5.08699e+10
8.27608e+10 -1.17223e+11 -5.08463e+10
8.28527e+10 -1.17169e+11 -5.08227e+10
8.29446e+10 -1.17115e+11 -5.07991e+10
8.30365e+10 -1.1706e+11 -5.07754e+10
8.31283e+10 -1.17006e+11 -5.07516e+10
8.32201e+10 -1.16951e+11 -5.07278e+10
8.33118e+10 -1.16896e+11 -5.0704e+10
8.34035e+10 -1.16842e+11 -5.06801e+10
8.34952e+10 -1.16787e+11 -5.06562e+10
8.35868e+10 -1.16732e+11 -5.06322e+10
8.36783e+10 -1.16677e+11 -5.06082e+10
8.37698e+10 -1.16622e+11 -5.05841e+10
8.38613e+10 -1.16566e+11 -5.056e+10
8.39527e+10 -1.16511e+11 -5.05359e+10
8.40441e+10 -1.16455e+11 -5.05117e+10
8.41355e+10 -1.164e+11 -5.04874e+10
8.42267e+10 -1.16344e+11 -5.04631e+10
8.4318e+10 -1.16288e+11 -5.04388e+10
8.44092e+10 -1.16233e+11 -5.04144e+10
8.45003e+10 -1.16177e+11 -5.03899e+10
8.45914e+10 -1.16121e+11 -5.03655e+10
8.46824e+10 -1.16064e+11 -5.03409e+10
8.47734e+10 -1.16008e+11 -5.03163e+10
8.48644e+10 -1.15952e+11 -5.02917e+10
8.49552e+10 -1.15895e+11 -5.0267e+10
8.50461e+10 -1.15839e+11 -5.02423e+10
8.51368e+10 -1.15782e+11 -5.02175e+10
8.52276e+10 -1.15725e+11 -5.01927e+10
8.53182e+10 -1.15669e+11 -5.01679e+10
8.54088e+10 -1.15612e+11 -5.01429e+10
8.54994e+10 -1.15554e+11 -5.0118e+10
8.55899e+10 -1.15497e+11 -5.0093e+10
8.56803e+10 -1.1544e+11 -5.00679e+10
8.57707e+10 -1.15383e+11 -5.00428e+10
8.5861e+10 -1.15325e+11 -5.00176e+10
8.59512e+10 -1.15268e+11 -4.99924e+10
8.60414e+10 -1.1521e+11 -4.99672e+10
8.61315e+10 -1.15152e+11 -4.99419e+10
8.62216e+10 -1.15094e+11 -4.99165e+10
8.63116e+10 -1.15036e+11 -4.98911e+10
8.64015e+10 -1.14978e+11 -4.98657e+10
8.64913e+10 -1.1492e+11 -4.98402e+10
8.65811e+10 -1.14862e+11 -4.98146e+10
8.66708e+10 -1.14804e+11 -4.97891e+10
8.67605e+10 -1.14745e+11 -4.97634e+10
8.685e+10 -1.14686e+11 -4.97377e+10
8.69395e+10 -1.14628e+11 -4.9712e+10
8.7029e+10 -1.14569e+11 -4.96862e+10
8.71183e+10 -1.1451e+11 -4.96604e+10
8.72076e+10 -1.14451e+11 -4.96345e+10
8.72968e+10 -1.14392e+11 -4.96085e+10
8.73859e+10 -1.14333e+11 -4.95826e+10
8.74749e+10 -1.14274e+11 -4.95565e+10
8.75639e+10 -1.14214e+11 -4.95304e+10
8.76527e+10 -1.14155e+11 -4.95043e+10
8.77415e+10 -1.14095e+11 -4.94781e+10
8.78302e+10 -1.14035e+11 -4.94519e+10
8.79188e+10 -1.13976e+11 -4.94257e+10
8.80074e+10 -1.13916e+11 -4.93993e+10
8.80958e+10 -1.13856e+11 -4.9373e+10
8.81842e+10 -1.13796e+11 -4.93466e+10
8.82724e+10 -1.13735e+11 -4.93201e+10
8.83606e+10 -1.13675e+11 -4.92936e+10
8.84487e+10 -1.13615e+11 -4.92671e+10
8.85366e+10 -1.13554e+11 -4.92405e+10
8.86245e+10 -1.13494e+11 -4.92138e+10
8.87123e+10 -1.13433e+11 -4.91871e+10
8.88e+10 -1.13372e+11 -4.91604e+10
8.88876e+10 -1.13312e+11 -4.91336e+10
8.89751e+10 -1.13251e+11 -4.91068e+10
8.90625e+10 -1.1319e+11 -4.90799e+10
8.91498e+10 -1.13128e+11 -4.9053e+10
8.92369e+10 -1.13067e+11 -4.90261e+10
8.9324e+10 -1.13006e+11 -4.89991e+10
8.9411e+10 -1.12945e+11 -4.89721e+10
8.94979e+10 -1.12883e+11 -4.8945e+10
8.95846e+10 -1.12821e+11 -4.89179e+10
8.96713e+10 -1.1276e+11 -4.88907e+10
8.97578e+10 -1.12698e+11 -4.88635e+10
8.98442e+10 -1.12636e+11 -4.88363e+10
8.99305e+10 -1.12574e+11 -4.8809e+10
9.00167e+10 -1.12512e+11 -4.87817e+10
9.01028e+10 -1.1245e+11 -4.87543e+10
9.01888e+10 -1.12388e+11 -4.87269e+10
9.02746e+10 -1.12326e+11 -4.86995e+10
9.03604e+10 -1.12264e+11 -4.8672e+10
9.0446e+10 -1.12201e+11 -4.86446e+10
9.05315e+10 -1.12139e+11 -4.8617e+10
9.06168e+10 -1.12076e+11 -4.85895e+10
9.07021e+10 -1.12013e+11 -4.85619e+10
9.07872e+10 -1.11951e+11 -4.85342e+10
9.08722e+10 -1.11888e+11 -4.85066e+10
9.09571e+10 -1.11825e+11 -4.84789e+10
9.10419e+10 -1.11762e+11 -4.84511e+10
9.11265e+10 -1.11699e+11 -4.84234e+10
9.12111e+10 -1.11636e+11 -4.83956e+10
9.12955e+10 -1.11573e+11 -4.83678e+10
9.13797e+10 -1.1151e+11 -4.83399e+10
9.14639e+10 -1.11447e+11 -4.83121e+10
9.15479e+10 -1.11384e+11 -4.82842e+10
9.16318e+10 -1.1132e+11 -4.82563e+10
9.17155e+10 -1.11257e+11 -4.82283e+10
9.17992e+10 -1.11194e+11 -4.82004e+10
9.18827e+10 -1.1113e+11 -4.81724e+10
9.19661e+10 -1.11067e+11 -4.81444e+10
9.20493e+10 -1.11003e+11 -4.81163e+10
9.21324e+10 -1.10939e+11 -4.80883e+10
9.22155e+10 -1.10876e+11 -4.80602e+10
9.22983e+10 -1.10812e+11 -4.80321e+10
9.23811e+10 -1.10748e+11 -4.8004e+10
9.24637e+10 -1.10684e+11 -4.79759e+10
9.25462e+10 -1.1062e+11 -4.79478e+10
9.26286e+10 -1.10557e+11 -4.79196e+10
9.27108e+10 -1.10493e+11 -4.78915e+10
9.2793e+10 -1.10429e+11 -4.78633e+10
9.2875e+10 -1.10365e+11 -4.78351e+10
9.29569e+10 -1.10301e+11 -4.78069e+10
